,Unnamed: 0,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color
724,3974,1450,2004.0,ford,taurus,good,6 cylinders,gas,150000.0,clean,automatic,fwd,mid-size,sedan,black
726,4038,1200,2011.0,chevrolet,malibu,good,4 cylinders,gas,89603.0,clean,automatic,fwd,mid-size,sedan,blue
729,4055,5950,2004.0,jeep,grand cherokee,excellent,6 cylinders,gas,194000.0,clean,automatic,4wd,mid-size,SUV,black
739,4070,17995,2007.0,cadillac,escalade,excellent,8 cylinders,gas,116870.0,clean,automatic,4wd,full-size,truck,white
740,4071,16495,2016.0,honda,cr-v,excellent,4 cylinders,gas,61930.0,clean,automatic,4wd,full-size,SUV,black
742,4077,21995,2009.0,gmc,sierra 1500,excellent,8 cylinders,gas,103898.0,clean,automatic,4wd,full-size,truck,red
745,4081,18995,2009.0,toyota,tacoma,excellent,4 cylinders,gas,103789.0,clean,manual,4wd,full-size,truck,silver
749,4101,5995,2014.0,kia,soul,good,4 cylinders,gas,125000.0,clean,automatic,fwd,compact,hatchback,brown
752,4151,13500,2017.0,jeep,patriot,like new,4 cylinders,gas,29500.0,clean,manual,4wd,full-size,SUV,grey
753,4152,21500,2005.0,chevrolet,silverado 2500hd,excellent,8 cylinders,diesel,140000.0,clean,automatic,4wd,full-size,pickup,silver
760,4181,8995,2002.0,chevrolet,suburban,good,8 cylinders,gas,148187.0,clean,automatic,4wd,full-size,SUV,custom
763,4185,27995,2009.0,ford,f-150,good,3 cylinders,gas,72110.0,clean,automatic,4wd,full-size,truck,custom
764,4187,4995,2001.0,chevrolet,tahoe,good,8 cylinders,gas,217777.0,clean,automatic,4wd,full-size,SUV,white
765,4188,14995,2006.0,honda,pilot,good,6 cylinders,gas,45790.0,clean,automatic,4wd,full-size,SUV,blue
768,4198,13995,2011.0,dodge,charger,excellent,8 cylinders,gas,102336.0,clean,automatic,rwd,full-size,sedan,black
772,4226,3750,2009.0,hyundai,sonata,good,6 cylinders,gas,165000.0,clean,automatic,fwd,full-size,sedan,blue
773,4228,2200,2010.0,toyota,prius,fair,4 cylinders,gas,249000.0,clean,automatic,fwd,full-size,hatchback,silver
774,4230,7999,2012.0,toyota,camry le,like new,4 cylinders,gas,100789.0,clean,automatic,fwd,full-size,sedan,black
777,4245,6250,2009.0,subaru,forester,like new,4 cylinders,gas,114423.0,clean,automatic,4wd,full-size,SUV,silver
778,4249,2700,2003.0,subaru,outback,excellent,6 cylinders,gas,175923.0,clean,automatic,fwd,full-size,wagon,silver
787,4321,10800,2013.0,honda,odyssey,excellent,6 cylinders,gas,142679.0,clean,automatic,fwd,full-size,mini-van,white
789,4336,4980,2007.0,ford,edge,excellent,6 cylinders,gas,164323.0,clean,automatic,4wd,mid-size,SUV,black
792,4343,3900,2002.0,honda,civic,excellent,4 cylinders,gas,116000.0,clean,automatic,fwd,compact,sedan,brown
793,4344,7300,2010.0,subaru,outback,excellent,6 cylinders,gas,122000.0,clean,automatic,4wd,compact,hatchback,grey
800,4362,7600,2011.0,toyota,sienna,excellent,6 cylinders,gas,249260.0,clean,automatic,fwd,full-size,van,silver
801,4364,8800,2001.0,toyota,tacoma,excellent,6 cylinders,gas,191000.0,clean,automatic,4wd,full-size,truck,green
809,4392,23800,2012.0,jeep,wrangler,excellent,6 cylinders,gas,39000.0,clean,automatic,4wd,mid-size,SUV,orange
813,4428,3900,2007.0,subaru,outback,good,4 cylinders,gas,182587.0,clean,automatic,4wd,mid-size,wagon,custom
817,4488,15950,2011.0,jeep,wrangler,good,6 cylinders,gas,95000.0,clean,automatic,4wd,mid-size,SUV,black
822,4513,8400,2013.0,chevrolet,cruze lt,good,4 cylinders,gas,50000.0,clean,manual,fwd,mid-size,sedan,white
825,4562,7000,2005.0,toyota,rav4,excellent,4 cylinders,gas,11000.0,clean,automatic,fwd,full-size,SUV,blue
837,4641,4000,2003.0,chevrolet,silverado 1500,good,6 cylinders,gas,173000.0,clean,automatic,rwd,full-size,pickup,white
841,4648,4700,2005.0,toyota,camry,excellent,4 cylinders,gas,158000.0,clean,automatic,fwd,full-size,sedan,silver
847,4658,4500,2005.0,honda,odyssey,good,6 cylinders,gas,130000.0,clean,automatic,fwd,mid-size,mini-van,silver
848,4692,2299,2005.0,nissan,altima,like new,4 cylinders,gas,185000.0,clean,automatic,fwd,full-size,sedan,blue
849,4699,6995,2013.0,toyota,prius,new,4 cylinders,gas,161000.0,clean,automatic,fwd,compact,sedan,black
854,4766,3500,2000.0,toyota,sienna,excellent,6 cylinders,gas,111000.0,clean,automatic,fwd,full-size,mini-van,blue
858,4775,5600,2009.0,honda,odyssey,good,6 cylinders,gas,181779.0,clean,automatic,fwd,full-size,mini-van,silver
860,4789,4000,2006.0,toyota,corolla,fair,4 cylinders,gas,140000.0,clean,automatic,fwd,full-size,sedan,yellow
862,4804,4000,2009.0,honda,odyssey,good,6 cylinders,gas,219000.0,clean,automatic,fwd,full-size,mini-van,silver
867,4847,4150,2008.0,nissan,altima,fair,4 cylinders,gas,105704.0,clean,automatic,fwd,compact,sedan,green
868,4851,6990,2008.0,honda,civic,excellent,4 cylinders,gas,79000.0,clean,automatic,fwd,compact,sedan,black
869,4855,3000,2007.0,ford,explorer,excellent,6 cylinders,gas,325000.0,clean,automatic,fwd,full-size,SUV,blue
871,4869,4900,2004.0,ford,expedition,excellent,8 cylinders,gas,165000.0,clean,automatic,4wd,full-size,SUV,black
872,4878,2300,2001.0,honda,civic,good,4 cylinders,gas,115500.0,clean,automatic,fwd,compact,sedan,black
877,4905,1400,2010.0,chevrolet,impala,good,6 cylinders,gas,200000.0,clean,automatic,fwd,full-size,sedan,white
880,4925,12500,2017.0,chevrolet,malibu,good,4 cylinders,gas,60000.0,clean,automatic,fwd,full-size,sedan,blue
881,4934,4000,2002.0,chevrolet,express,good,8 cylinders,diesel,128000.0,clean,automatic,rwd,full-size,van,white
886,4953,8299,2014.0,nissan,altima,good,4 cylinders,gas,105000.0,clean,automatic,fwd,full-size,sedan,red
888,4955,10750,2012.0,gmc,acadia,good,6 cylinders,gas,137500.0,clean,automatic,fwd,full-size,SUV,red
890,4961,2300,2008.0,nissan,altima,good,4 cylinders,gas,187000.0,clean,automatic,fwd,full-size,sedan,grey
902,5056,22000,2006.0,ram,3500,good,6 cylinders,diesel,190000.0,clean,automatic,4wd,full-size,truck,white
910,5096,5300,2005.0,toyota,camry le,excellent,4 cylinders,gas,156000.0,clean,automatic,fwd,full-size,sedan,grey
915,5127,6775,2013.0,chevrolet,cruze,like new,4 cylinders,gas,149177.0,clean,automatic,fwd,full-size,sedan,white
919,5158,3100,2006.0,ford,taurus,good,6 cylinders,gas,103000.0,clean,automatic,fwd,full-size,sedan,white
923,5219,22000,2006.0,ram,3500,good,6 cylinders,diesel,190000.0,clean,automatic,4wd,full-size,truck,white
928,5237,14281,2015.0,chrysler,200,good,4 cylinders,gas,64147.0,clean,automatic,fwd,full-size,sedan,red
929,5243,14281,2016.0,ford,fusion,good,4 cylinders,gas,87088.0,clean,automatic,fwd,full-size,sedan,white
932,5315,0,2016.0,toyota,camry,good,4 cylinders,gas,87700.0,clean,automatic,fwd,full-size,sedan,silver
938,5358,16000,2015.0,toyota,rav4,excellent,4 cylinders,gas,37500.0,clean,automatic,fwd,mid-size,SUV,silver
939,5364,9000,2010.0,toyota,corolla,good,4 cylinders,gas,52000.0,clean,automatic,fwd,compact,sedan,grey
949,5422,6995,2007.0,honda,pilot,good,6 cylinders,gas,135342.0,clean,automatic,4wd,full-size,SUV,silver
951,5436,5000,2004.0,honda,cr-v,excellent,4 cylinders,gas,150000.0,clean,manual,fwd,mid-size,SUV,silver
953,5442,6000,2010.0,nissan,altima,good,6 cylinders,gas,132700.0,clean,manual,fwd,compact,coupe,silver
955,5460,17495,2014.0,honda,pilot,excellent,6 cylinders,gas,77643.0,clean,automatic,fwd,full-size,SUV,white
960,5505,11999,2011.0,toyota,highlander,excellent,6 cylinders,gas,160000.0,clean,automatic,fwd,full-size,SUV,purple
961,5508,7150,2015.0,chevrolet,equinox,excellent,4 cylinders,gas,22000.0,rebuilt,automatic,fwd,mid-size,SUV,blue
963,5511,3650,2012.0,kia,soul,excellent,4 cylinders,gas,167000.0,rebuilt,automatic,fwd,compact,hatchback,silver
964,5512,11950,2016.0,gmc,acadia,excellent,6 cylinders,gas,81000.0,rebuilt,automatic,fwd,compact,SUV,red
980,5570,3200,2010.0,mazda,3,excellent,4 cylinders,gas,190222.0,clean,automatic,fwd,mid-size,sedan,grey
981,5571,5200,2007.0,toyota,sienna,excellent,6 cylinders,gas,208247.0,clean,automatic,fwd,full-size,mini-van,silver
982,5610,18995,2011.0,toyota,tacoma,excellent,6 cylinders,gas,125400.0,clean,automatic,4wd,full-size,truck,black
984,5618,7500,2015.0,hyundai,elantra,excellent,4 cylinders,gas,102000.0,clean,automatic,fwd,full-size,sedan,blue
986,5625,14000,2016.0,ford,f-250,good,8 cylinders,diesel,32600.0,clean,automatic,4wd,full-size,pickup,white
994,5660,2000,2007.0,chevrolet,equinox,good,6 cylinders,gas,176000.0,clean,automatic,4wd,mid-size,SUV,silver
995,5661,1800,2000.0,nissan,altima,good,4 cylinders,gas,138600.0,clean,automatic,fwd,full-size,sedan,silver
996,5673,5995,2008.0,nissan,altima,good,4 cylinders,gas,128580.0,clean,automatic,rwd,mid-size,coupe,grey
998,5680,1695,2003.0,hyundai,elantra,good,4 cylinders,gas,109300.0,clean,automatic,fwd,compact,hatchback,red
999,5698,36495,2019.0,toyota,tacoma,excellent,6 cylinders,gas,16429.0,clean,automatic,4wd,full-size,truck,grey
1000,5699,13995,2009.0,chevrolet,suburban,excellent,8 cylinders,gas,151395.0,clean,automatic,4wd,full-size,SUV,white
1002,5705,12890,2014.0,honda,cr-v,excellent,4 cylinders,gas,96898.0,clean,automatic,4wd,full-size,SUV,custom
1003,5706,26995,2015.0,jeep,grand cherokee,excellent,6 cylinders,gas,47676.0,clean,automatic,4wd,full-size,SUV,white
1004,5714,27495,2014.0,cadillac,escalade,excellent,8 cylinders,gas,74850.0,clean,automatic,4wd,full-size,SUV,brown
1005,5722,7995,2005.0,chevrolet,impala,excellent,6 cylinders,gas,115194.0,clean,automatic,rwd,full-size,sedan,grey
1007,5731,7495,2005.0,chevrolet,malibu,excellent,4 cylinders,gas,86181.0,clean,automatic,rwd,sub-compact,sedan,silver
1013,5746,5950,2012.0,chrysler,town & country,like new,6 cylinders,gas,119000.0,clean,automatic,fwd,full-size,van,silver
1014,5747,6000,2001.0,ram,2500,good,8 cylinders,gas,132650.0,clean,automatic,4wd,full-size,pickup,white
1017,5768,5995,2012.0,kia,soul,excellent,4 cylinders,gas,96781.0,clean,automatic,fwd,compact,hatchback,red
1018,5778,8299,2004.0,ford,mustang,excellent,6 cylinders,gas,98643.0,clean,automatic,rwd,compact,coupe,red
1030,5833,28999,2016.0,chevrolet,silverado 1500,excellent,8 cylinders,gas,87191.0,clean,automatic,4wd,full-size,truck,custom
1034,5857,21999,2019.0,nissan,rogue,excellent,4 cylinders,gas,21855.0,clean,automatic,rwd,full-size,SUV,silver
1038,5876,5695,2010.0,mazda,3,excellent,4 cylinders,gas,116873.0,clean,automatic,fwd,mid-size,sedan,white
1041,5880,7995,2011.0,subaru,legacy,excellent,4 cylinders,gas,130320.0,clean,automatic,4wd,full-size,sedan,grey
1042,5885,2500,2006.0,chevrolet,impala,good,6 cylinders,gas,156337.0,clean,automatic,fwd,mid-size,sedan,silver
1046,5924,6995,2013.0,toyota,prius,excellent,4 cylinders,hybrid,141328.0,clean,automatic,fwd,compact,hatchback,green
1054,5992,14500,2015.0,ford,f-150,like new,6 cylinders,gas,124635.0,rebuilt,automatic,rwd,full-size,pickup,white
1061,6001,2900,2000.0,ford,focus,excellent,4 cylinders,gas,154000.0,clean,automatic,4wd,full-size,hatchback,red
1062,6004,5900,2010.0,honda,odyssey,good,6 cylinders,gas,98000.0,clean,automatic,fwd,full-size,SUV,blue
1066,6035,10990,2011.0,honda,odyssey,excellent,6 cylinders,gas,105164.0,clean,automatic,fwd,full-size,mini-van,white
1071,6050,3950,2006.0,chrysler,town & country,excellent,6 cylinders,gas,120000.0,clean,automatic,fwd,full-size,mini-van,blue
1082,6109,33900,2015.0,chevrolet,silverado,excellent,8 cylinders,gas,94990.0,clean,automatic,4wd,full-size,truck,white
1083,6112,33900,2015.0,chevrolet,silverado,excellent,8 cylinders,gas,94990.0,clean,automatic,4wd,full-size,truck,white
1116,6352,74900,2020.0,cadillac,escalade,excellent,8 cylinders,gas,8732.0,clean,automatic,4wd,full-size,SUV,white
1118,6356,6300,2011.0,nissan,altima,excellent,4 cylinders,gas,88000.0,clean,automatic,fwd,mid-size,sedan,blue
1121,6362,7990,2014.0,chevrolet,cruze,excellent,4 cylinders,gas,95034.0,clean,automatic,fwd,compact,sedan,grey
1123,6371,5700,2012.0,chevrolet,cruze,excellent,4 cylinders,gas,105000.0,clean,automatic,fwd,compact,sedan,black
1126,6387,6500,2003.0,toyota,tundra,good,8 cylinders,gas,189000.0,clean,automatic,4wd,full-size,pickup,black
1138,6460,6000,2005.0,chevrolet,silverado,fair,8 cylinders,diesel,256000.0,clean,automatic,4wd,full-size,truck,silver
1142,6543,13491,2013.0,honda,cr-v,excellent,4 cylinders,gas,91582.0,clean,automatic,fwd,mid-size,SUV,white
1143,6547,3175,2007.0,ford,fusion,good,4 cylinders,gas,209000.0,clean,automatic,fwd,mid-size,sedan,brown
1146,6580,3500,2009.0,honda,civic lx,good,4 cylinders,gas,150000.0,clean,automatic,fwd,full-size,coupe,blue
1152,6648,39999,2019.0,ford,super duty f-250 srw,good,8 cylinders,gas,26362.0,clean,automatic,4wd,full-size,truck,white
1155,6653,19999,2013.0,ford,f-150,good,8 cylinders,gas,94308.0,clean,automatic,rwd,full-size,truck,blue
1157,6655,35999,2018.0,ram,2500,good,8 cylinders,gas,36025.0,clean,automatic,4wd,full-size,truck,white
1158,6656,32999,2018.0,ram,2500,good,8 cylinders,gas,54623.0,clean,automatic,4wd,full-size,truck,white
1160,6662,14750,2014.0,ford,f-250 sd,good,8 cylinders,gas,192177.0,clean,automatic,4wd,full-size,truck,white
1161,6663,13750,2012.0,ford,f-350 sd,good,8 cylinders,diesel,237442.0,clean,automatic,rwd,full-size,truck,white
1166,6695,4499,2006.0,honda,civic,good,4 cylinders,gas,169700.0,clean,automatic,fwd,mid-size,sedan,silver
1168,6708,4500,2005.0,ford,f-150,excellent,8 cylinders,gas,166000.0,clean,automatic,4wd,full-size,pickup,blue
1169,6710,6900,2013.0,hyundai,elantra,excellent,4 cylinders,gas,77000.0,clean,manual,fwd,compact,sedan,blue
1173,6719,10900,2014.0,chrysler,town & country,excellent,6 cylinders,gas,97000.0,clean,automatic,fwd,full-size,van,white
1175,6736,7500,2007.0,ram,1500,good,8 cylinders,gas,206081.0,clean,automatic,fwd,full-size,pickup,silver
1184,6863,18995,2013.0,ford,expedition,excellent,8 cylinders,gas,66834.0,clean,automatic,rwd,full-size,SUV,blue
1185,6871,3500,2009.0,honda,civic lx,good,4 cylinders,gas,150000.0,clean,automatic,fwd,full-size,coupe,blue
1190,6894,5995,2002.0,toyota,camry le,good,6 cylinders,gas,143532.0,clean,automatic,fwd,full-size,sedan,green
1198,6974,0,2012.0,chevrolet,suburban,excellent,8 cylinders,gas,193837.0,clean,automatic,rwd,full-size,SUV,silver
1199,6977,0,2008.0,chevrolet,silverado 1500,excellent,8 cylinders,gas,171329.0,clean,automatic,rwd,full-size,truck,blue
1201,6985,18200,2014.0,toyota,camry,excellent,6 cylinders,gas,12293.0,clean,automatic,fwd,mid-size,sedan,silver
1212,7132,20000,2016.0,honda,cr-v,like new,4 cylinders,gas,46000.0,clean,automatic,fwd,full-size,SUV,red
1215,7201,21900,2011.0,chevrolet,silverado 1500,excellent,8 cylinders,gas,78500.0,clean,automatic,4wd,full-size,truck,blue
1216,7212,12900,2008.0,ram,1500,excellent,8 cylinders,gas,79000.0,rebuilt,automatic,rwd,full-size,pickup,red
1217,7213,8500,2016.0,dodge,journey,excellent,4 cylinders,gas,52689.0,rebuilt,automatic,fwd,sub-compact,SUV,white
1218,7220,6800,2011.0,toyota,camry,good,4 cylinders,gas,146123.0,rebuilt,automatic,fwd,full-size,sedan,black
1224,7257,6900,2013.0,honda,odyssey,excellent,6 cylinders,gas,133237.0,clean,automatic,fwd,mid-size,mini-van,silver
1230,7288,35000,2014.0,chevrolet,silverado 1500,good,8 cylinders,gas,135436.0,clean,automatic,4wd,full-size,truck,brown
1238,7344,5900,2011.0,chevrolet,cruze lt,good,4 cylinders,gas,125300.0,clean,automatic,fwd,full-size,sedan,blue
1242,7351,4900,2003.0,honda,odyssey,good,6 cylinders,gas,184106.0,clean,automatic,fwd,full-size,mini-van,silver
1243,7352,16200,2015.0,honda,accord,like new,4 cylinders,gas,45900.0,clean,automatic,fwd,full-size,sedan,grey
1258,7380,26000,2016.0,chevrolet,colorado,new,4 cylinders,gas,29500.0,clean,automatic,rwd,mid-size,truck,custom
1262,7407,36495,2017.0,chevrolet,silverado 1500,excellent,8 cylinders,gas,37473.0,clean,automatic,4wd,full-size,truck,silver
1264,7415,0,2010.0,ford,econoline,good,8 cylinders,gas,0.0,clean,automatic,rwd,mid-size,van,white
1275,7496,9800,2005.0,gmc,yukon,like new,8 cylinders,gas,150.0,clean,automatic,rwd,full-size,SUV,white
1280,7522,33900,2015.0,chevrolet,silverado 1500,excellent,8 cylinders,gas,94990.0,clean,automatic,4wd,full-size,truck,white
1281,7524,33900,2015.0,chevrolet,silverado 1500,excellent,8 cylinders,gas,94990.0,clean,automatic,4wd,full-size,truck,white
1286,7546,36495,2017.0,chevrolet,silverado 1500,excellent,8 cylinders,gas,37473.0,clean,automatic,4wd,full-size,truck,silver
1299,7597,8995,2016.0,dodge,grand caravan,excellent,6 cylinders,gas,133103.0,clean,automatic,fwd,full-size,van,silver
1301,7599,13450,2012.0,ford,super duty f-250 srw,excellent,8 cylinders,gas,106491.0,clean,automatic,rwd,full-size,truck,green
1312,7681,12900,2008.0,cadillac,escalade,excellent,8 cylinders,gas,143684.0,clean,automatic,rwd,full-size,SUV,blue
1314,7683,4900,2005.0,toyota,corolla,excellent,4 cylinders,gas,126626.0,clean,automatic,fwd,full-size,sedan,silver
1315,7684,13900,2012.0,ford,expedition,excellent,8 cylinders,gas,114484.0,clean,automatic,rwd,full-size,SUV,black
1319,7703,3500,2006.0,honda,pilot,excellent,6 cylinders,gas,134000.0,clean,automatic,fwd,full-size,SUV,black
1320,7704,3500,2010.0,chevrolet,malibu,excellent,4 cylinders,gas,134000.0,clean,automatic,fwd,full-size,sedan,silver
1322,7708,2500,2002.0,ford,f-150,good,8 cylinders,gas,260000.0,clean,automatic,rwd,full-size,truck,green
1328,7725,1999,2003.0,ford,focus,good,4 cylinders,gas,180000.0,clean,automatic,fwd,full-size,sedan,red
1338,7791,21999,2019.0,nissan,rogue,excellent,4 cylinders,gas,21855.0,clean,automatic,rwd,full-size,SUV,silver
1345,7822,11900,2014.0,dodge,charger,excellent,6 cylinders,gas,114336.0,clean,automatic,rwd,full-size,sedan,blue
1349,7833,24900,2014.0,chevrolet,silverado,excellent,8 cylinders,gas,96069.0,clean,automatic,4wd,full-size,truck,brown
1357,7954,0,2005.0,toyota,corolla le,good,4 cylinders,gas,77200.0,clean,automatic,fwd,compact,sedan,grey
1358,7956,4500,2000.0,toyota,tundra,good,8 cylinders,gas,226046.0,clean,automatic,rwd,full-size,pickup,red
1359,7961,7500,2002.0,toyota,tundra,excellent,8 cylinders,gas,162144.0,clean,automatic,rwd,full-size,pickup,white
1361,7996,0,2009.0,toyota,camry le,good,4 cylinders,gas,107900.0,clean,automatic,fwd,mid-size,sedan,blue
1362,7997,14990,2006.0,ford,f-350 sd,good,8 cylinders,diesel,205182.0,clean,automatic,4wd,full-size,truck,blue
1364,8005,85,2011.0,toyota,camry le,good,4 cylinders,gas,113438.0,clean,automatic,fwd,mid-size,sedan,green
1366,8007,85,2012.0,ford,fusion se,good,4 cylinders,gas,152228.0,clean,automatic,fwd,mid-size,sedan,red
1377,8098,3500,2005.0,ford,escape,good,4 cylinders,gas,145479.0,clean,automatic,fwd,mid-size,SUV,blue
1386,8152,4600,2004.0,chevrolet,impala,excellent,6 cylinders,gas,54000.0,clean,automatic,fwd,mid-size,sedan,white
1390,8169,2995,2006.0,ford,explorer,good,6 cylinders,gas,0.0,clean,automatic,rwd,full-size,SUV,silver
1391,8173,28999,2016.0,chevrolet,silverado 1500,excellent,8 cylinders,gas,87191.0,clean,automatic,4wd,full-size,truck,custom
1397,8247,2500,2004.0,cadillac,escalade,fair,8 cylinders,gas,250.0,clean,automatic,4wd,full-size,SUV,white
1398,8248,6850,2002.0,toyota,tundra,excellent,8 cylinders,gas,208397.0,clean,automatic,rwd,full-size,pickup,black
1399,8255,7500,2006.0,chevrolet,tahoe,good,8 cylinders,gas,142000.0,clean,automatic,rwd,full-size,SUV,blue
1403,8264,17995,2010.0,toyota,tacoma,good,6 cylinders,gas,113695.0,clean,automatic,rwd,full-size,truck,brown
1404,8265,22995,2016.0,honda,odyssey,good,6 cylinders,gas,101976.0,clean,automatic,fwd,full-size,van,white
1405,8268,24995,2014.0,chevrolet,silverado 1500,good,8 cylinders,gas,128010.0,clean,automatic,4wd,full-size,truck,blue
1407,8270,10995,2007.0,chevrolet,silverado 1500,good,8 cylinders,gas,206671.0,clean,automatic,rwd,full-size,truck,silver
